val_idx,subset,pred_stage5,pred_stage6
890,Aka_Gha,Mmabun betumi de wɔn ho ahyɛ amanaman  nna ne awo akwaahosan (ASRH) ntam nhyehyɛe ne nhyehyɛe ahorow,"Sukuu ahorow betumi ama asɛnka agua ama nhyehyɛe ahorow a atipɛnfo di anim denam baabi, nneɛma, ne m"
892,Aka_Gha,Nsɛm ho amanneɛbɔ akenkan ne akyerɛw nhyehyɛe a ɛwɔ sukuu ahorow mu no nam dwumadi ahorow so hyɛ asu,Adeɛ bi a wɔ frɛ no wɔ borɔfo kasa mu sɛ (digital citizenship) kyerɛ sɛ nipa bɛfa ɔkwan a ɛfata na ɛ
895,Aka_Gha,"Mɛpɛ sɛ w’ankasa wo ho nsɛm, a nna mu akwahosan ho nsɛm anaa osuahu ahorow ka ho, bɛka abusua no mu.",Wubetumi afi nkɔmmɔbɔ no ase denam bere ne beae a ɛfata a wobɛpaw a wobɛte nka sɛ wo ho tɔ wo na wow
896,Aka_Gha,"Amammerɛ mu gyinapɛn ahorow, gyinapɛn ahorow, ne gyidi ahorow boa ma nsonsonoe ba nna ne awo akwahos","Akwaahosan ho adwumayɛfoɔ di amammerɛ mu nsonsonoeɛ ho dwuma wɔ : Ɔkwan a ɛfa amammerɛ ho a wɔfa so,"
900,Aka_Gha,Intanɛt so ɔhaw ahorow a wɔde wɔn ho hyɛ mu ho adwumayɛbea ahorow taa boa kasa ahorow pii de hwɛ hu ,Mmabun betumi ahwɛ ahu sɛ wobenya nhomasua ne adwumayɛ ho ntetee hokwan ahorow a ɛyɛ pɛ a wɔn asetra
901,Aka_Gha,Nkitahodie di dwuma titiriw wɔ abusuabɔ a ahobammɔ ne apɔwmuden wom a wɔbɛkɔ so akura mu denam: Ahok,Ɛho hia sɛ mmabun nya nna ne awo akwahosan ho nsɛm a ɛyɛ nokware efisɛ: Ɛma wɔn tumi ma wosisi gyina
904,Aka_Gha,"Hwehwɛ mpɔtam hɔ adwenemyareɛ ahyehyɛdeɛ, mpɔtam hɔ mmeaeɛ, anaa ayaresabea a wɔde mmoa akuo anaa nh","Aane, mmoa akuw ne afotu adwumayɛbea ahorow wɔ hɔ a ɛbɛboa mmabun ma wɔagyina nkate ne adwene mu afã"
905,Aka_Gha,"Yiw, ɛyɛ ade a ɛfata koraa sɛ wobɛte nka sɛ w’adwene atu afra anaasɛ wo ne w’akasakasa wɔ wo nna mu ",Nsɛnkyerɛnne: Nsɛnkyerɛnne no betumi ayɛ soronko na ebi nso worenhu koraa. Hwehwɛ nsɛnkyerɛnne te sɛ
911,Aka_Gha,"Wo ne ɔpanin anaa ɔfotufo bi a wowɔ ne mu gyedie nka w'atenka ho asɛm. Sua nimdeɛ a ɛfa mmabunyɛ ho,",Mmarima ne mmea awo nhyehyɛe wɔ nhyehyɛe ne dwumadi ahorow: Mmarima Awoɔ Ho Akwaa: Ɛbi ne hwowa (tes
917,Aka_Gha,Wɔbɛkyerɛkyerɛ wɔn ho asetena mu nsɛm ho na wɔde digital akwan a wɔde bedi dwuma de ama nkurɔfo ate ,"Ma Nhumu: Trɛw nhumu mu wɔ intanɛt so ahobammɔ ho nsɛm mu wɔ atipɛnfo, akyerɛkyerɛfo, ne awofo mu. A"
920,Aka_Gha,"Confidentiality Rights: HIPAA Laws: Sɛ wokɔ United States a, mmara bi yɛfrɛ no Health Insurance Port",Sɛnea ɛbɛyɛ ɔhwɛ a wonya no nyinsɛnyigu akyi no bɛyɛ kokoamsɛm no: Fa Ɔhwɛfo a Wogye No Di: fa ɔyare
921,Aka_Gha,"Nneɛma a ɛwɔ hɔ ma mmabun ne: Intanɛt so nsɛmma nhoma ne wɛbsaet ahorow a ɛde nsɛm a ɛyɛ nokware, a ","Nneɛma a ɛwɔ hɔ ma mmabun a wɔanya nna mu basabasayɛ no bi ne afotu adwumayɛbea, ahomatrofo a wɔde f"
922,Aka_Gha,"Amammerɛ mu Nneyɛe: Mfitiase Aware: Wɔ amammerɛ ahorow bi mu no, aware ntɛm abu so, na ɛma mmabun ny","Mpɛn pii no, mpɔtam hɔfo nya nneɛma ne mmoa adwuma a ɛwɔ hɔ a ɛbɛboa mmabun ma wɔafa amammerɛ akwans"
923,Aka_Gha,Mmabun betumi de wɔn ho ahyɛ nhyehyɛe a wɔkamfo kyerɛ mu denam sikasɛm mu pɛyɛ a enni hɔ ho nimdeɛ a,Mmabun betumi afiri aseɛ anaa wɔade wɔn ho ahyɛ atipɛnfo afotu nhyehyɛeɛ ahorow a emu botaeɛ ne sika
926,Aka_Gha,"Yiw, mpɔtam hɔfo nea broni ka no 'community outreach' ne nhomasua adwumayɛbea ahorow pii ma mmabun a","Sɛ wote nka sɛ wo ho nyɛ wo dɛ anaasɛ w’ani nnye wo fotufo anaa wo ɔyaresafo ho a, ɛho hia sɛ wuda w"
927,Aka_Gha,"Mpɔtam hɔ amammerɛ ne gyinapɛn ahorow kyerɛ suban ne nneyɛe a ɛfa nna, abusuabɔ, ne awo akwahosan ho",Social media nkɛntɛnsofoɔ nya nkɛntɛnsoɔ kɛseɛ wɔ mmabun adwene ne wɔn nneyɛeɛ a ɛfa nna mu apɔwmude
930,Aka_Gha,Mmabun betumi de wɔn ho ahyɛ nkitahodi ne nsɛm a wɔka de gyina amammerɛ mu denam: Ahotoso ne abusuab,Mmabun betumi de wɔn ho ahyɛ awo ntoatoaso nkɔmmɔbɔ ne nnwuma a mpɔtam hɔfo di anim mu de ahyɛ nkɔmm
931,Aka_Gha,Amammerɛ mu nimdeɛ nya nkɛntɛnso nna ne awo akwahosan ho nsɛm a wɔhwehwɛ na wɔsa wɔ mmabun mu denam:,Sɛnea ɛbɛyɛ na wɔahwɛ sɛ nsɛm a wohyia wɔ dijitaal nsɛm ho amanneɛbɔ fibea ahorow a ɛfa nna ne awo a
933,Aka_Gha,"Ɔkwan a egyina hokwan ahorow so gye tom sɛ asetra, sikasɛm, ne nneɛma a atwa yɛn ho ahyia a ɛtrɛw, a","Asetena ne sikasɛm mu nneɛma te sɛ ohia, adwuma a wonnya nyɛ, ne nhomasua a wonnya betumi asiw mmabu"
935,Aka_Gha,"Obu ne ahotoso a wɔde ma wɔn ho wɔn ho yɛ nneɛma a ɛho hia wɔ abusuabɔ pa mu, na mmabun betumi anya ","Yiw, mmabun betumi anya nsɛm a ɛfa sɛnea wobesiw nna mu yareɛ (STI) ano ho bere a wɔrekɔ STI nhwehwɛ"
936,Aka_Gha,"Ebia ɛka bi wɔ hɔ a ɛbata STI nhwehwɛmu ne ayaresa ho, nanso apɔmuden ho adwumayɛfo ne ayaresabea ah","Yiw, nhyiam horow ne abɛɛfo ntentan ahorow pɔtee bi wɔ hɔ a wɔatu wɔn ho ama sɛ wɔde intanɛt so ahok"
940,Aka_Gha,"Nkitahodi yɛ ade titiriw wɔ abusuabɔ biara mu, titiriw bere a ɛfa nna ho no. Sɛ wo ne wo hokafo ka w","Nkitahodi a Wobue Mu: Ka w'atenka, w’ahiade, ne w’akɔnnɔ ahorow ho nsɛm pefee na ka nokware. Tie wo "
944,Aka_Gha,Nhwɛso ahorow bi ne: Ɔbarima ne ɔbea nna ne awoɔ apɔwmuden ho nkyerɛkyerɛ nhyehyɛe ahorow a ɛfa ɔbar,Nneyɛe pa a ɛwɔ nna ne awoɔ apɔwmuden ho dwumadie a ɛfa mmubuafoɔ ho a wɔde ma mmabun no bi ne apɔwm
945,Aka_Gha,Ɔkwan a wɔ fa so nyinsɛn (Fertilization) yɛ bere a mmadwoa nkwammoaa bi hyia na ɛne nkesua nkwammoaa,Hokwan a mmabun wɔ sɛ woyi nyinsɛn gu no kyerɛ sɛ wobetumi apaw nneɛma a ɛfata wɔ wɔn awo akwahosan 
949,Aka_Gha,"Ɛyɛ den sɛ wubegyina ano: Sɛ w’ankasa worepere sɛ wubedi adwennwen, dadwen, anaa nkate bɔne ho dwuma",Mpɛn dodow no ara a wobɛte nka sɛ obi ayɛ basaa anaa anidaso biara nni mu: Eyi betumi ayɛ adwenemhaw
951,Aka_Gha,Mmabun betumi de wɔn ho ahyɛ wim tebea ho adeyɛ nhyehyɛe ahorow a wɔn botae ne sɛ wɔbɛbɔ wɔn SRH hok,Atipɛnfoɔ mmoa nkitahodiɛ ne mpɔtam hɔ ahyehyɛdeɛ di dwuma titire wɔ amammerɛ mu nkateɛ ne nnipa nyi
956,Aka_Gha,"Nhyɛso nhyehyɛe ahorow a ɛtwam te sɛ mmusua mu nyiyim, ɔbarima ne ɔbea nna mu nyiyim, kuw mu nyiyim,","Animtiaabu ne ɔbarima ne ɔbea nna ho tan, mmarima a wɔne wɔn ho da ho tan, transphobia, ne mmusua mu"
960,Aka_Gha,"Bisa nsɛm ne fibea ahorow no yiye, susuw ahotoso, animhwɛ, ne ahotoso ho. Hwehwɛ adwene ahorow ne ns","Sɛ woresusuw nsɛmti a ɛyɛ mmerɛw a ɛfa nna anaa awo akwahosan ho ho asɛm a, ɛho hia sɛ wususuw amamm"
962,Aka_Gha,Mmabun a wohyia anaa wɔwɔ abusuabɔ bɔne mu no betumi anya nneɛma ahorow ne mmoa adwuma ahorow. Ebia ,Nneɛma a ɛwɔ hɔ ma mmabun a wɔadi dɛm a wohyia nna mu basabasayɛ anaa ayayade no bi ne telefon a wɔd
966,Aka_Gha,Mmabun betumi de wɔn ho ahyɛ  mpɔtam kuo  a wɔn botae ne sɛ wobedi nna ne awo akwahosan ho haw ahoro,Mfaso a ɛwɔ botae ahorow a emu da hɔ na ɛyɛ pɔtee a wɔde besisi wɔn ani so bere a wohyia atipɛnfo nh
978,Aka_Gha,Mmabun betumi de akwan horow pii adi dwuma de ne atipɛnfo adi nkitaho yiye afa nsɛm ho amanneɛbɔ nkɛ,"Nsɛm ho amanneɛbɔ ho nimdeɛ di dwuma titiriw wɔ nna a ahoɔden wom, nipadua ho mfoni pa, ne abusuabɔ "
981,Aka_Gha,Nsɛm ho amanneɛbɔ ho nimdeɛ betumi aboa mmabun ma wɔako atia nipadua mfonini nkrasɛm a enye na wɔany,"Mmabun betumi akasa atia nsusuwii ne gyidi bɔne a ɛfa wɔn nipadua ho wɔ wɔn ho a wɔde bedi dwuma, ns"
982,Aka_Gha,"Wobetumi de mfiridwuma nea broni ka no 'innovative technologies' ne akwan foforo, te sɛ akwahosan ay","Wobetumi de mfiridwuma adi dwuma de ama mmabun de wɔn ho ahyɛ ASRH nhyehyɛe ahorow no nhyehyɛe, ne d"
985,Aka_Gha,"Mmusua, mpɔtam, ne amammerɛ ahyehyɛde ahorow di dwuma titiriw wɔ mmabun suban ne wɔn nneyɛe a wɔhyeh","Amanaman ntam akwan a wɔfa so hwɛ nnipa hokwan ahorow so na wɔbɔ ho amanneɛ, te sɛ apam ahyehyɛde ah"
986,Aka_Gha,Mpene da so ara ho hia wɔ tebea horow a ɛfa nsa ne nnubɔne a wɔde di dwuma ho mu. Asabow mma hia a e,"Sɛ mmabun ne afoforo redi nkitaho wɔ Intanɛt so, titiriw wɔ nkɔmmɔbɔ a ɛfa nna mu akwahosan ho mu a,"
994,Aka_Gha,Mmabun wɔ akwannya pɔtee bi a ɛfa pene ne kokoamsɛm ho bere a wɔrehwehwɛ akwahosan ho nnwuma a ɛfa n,"Yiw, mpɛn pii no, nna anaa bere nhyehyɛe bi wɔ hɔ a ɛsɛ sɛ mmabun hu bere a wɔrebisa sika fam mmoa d"
999,Aka_Gha,"Amammerɛ ne nyamesom nkyi nsɛm taa kyerɛ sɛdeɛ yɛbu nna ne awoɔ ho apɔmuden, yɛn suban, ne yɛn nneyɛ","Mpɔtam akannifoɔ, ahyehyɛdeɛ, ne asoɛeɛ di dwuma titire wɔ sɛnea ɛbɛma mmabun nkitahodiɛ a nteaseɛ w"
1002,Aka_Gha,Mmabun betumi ahwɛ mfe a wɔn hokafo adi denam bisa a wɔbɛsrɛ sɛ wɔmma no krataa a ɛkyerɛ sɛ obi te s,Mmara ne nhyehyɛe ahorow wɔ hɔ a wɔde bedi ayayade ho dwuma wɔ sukuu ne mpɔtam hɔ. Saa mmara yi gu a
1003,Aka_Gha,Wobetumi ama akwahosan nhyehyɛe ahorow atu mpɔn na ama wɔadi mmabun nna ne awo akwahosan (SRH) ahiad,Mmabun betumi akamfo amammerɛ mu ɔhwɛ a ɛfata wɔ akwahosan ho nhyehyɛe ahorow mu denam hia a amammer
1005,Aka_Gha,Sukuu ne nwomasua asoɛeɛ di dwuma titiriw wɔ nna ne awoɔ akwahosan ho nkyerɛkyerɛ a ɛkɔ akyiri a wɔh,Mmabun betumi akamfo nhyehyɛe ne nneyɛe a ɛhyɛ abrabɔ pa wɔ intanɛt so nneyɛe ho nkuran na ɛbɔ hokwa
1006,Aka_Gha,Nneɛma bi a wɔde bɛyɛ intanɛt so nkyerɛkyerɛ anaa ɔyɛkyerɛ a ɛfa nnuru a wɔde siw nyinsɛn ano a wɔde,Nyinsɛn a wosiw ano ho nnuro hia na ama wɔasiw nyinsɛn a wɔanhyɛ da ano denam; ankorankoro a wɔbɛma 
1007,Aka_Gha,"Ɛho hia sɛ wokae sɛ bere a atipɛnfo a wɔwɔ adwempa betumi de nhumu a ɛsom bo ama wo, ɛsɛ sɛ w’ankasa","Hu sɛ wosom bo: Si w’ahoɔden, wo su ahorow, ne nea woatumi ayɛ so dua, na hyɛ wo ho mfonini pa ne wo"
1010,Aka_Gha,Hyɛ nkɔmmɔ a emu da Ho nkuran: Awofo betumi ama tebea bi a mmabun te nka sɛ wɔwɔ ahobammɔ bere a wɔr,"Afotubɔfoɔ betumi ayɛ nhwɛso pa ama mmabun denam nneyɛe pa, nkitahodi ho nimdeɛ, ne akwan a wɔfa so "
1013,Aka_Gha,"Awofo, ahwɛfo ne akyerɛkyerɛfo di dwuma titiriw wɔ atetesɛm mu mmarima ne mmea dwumadi ne akwanhwɛ a",Sukuu ne mpɔtam betumi: Wɔde nhyehyɛɛ a ɛma kwan a ɛyɛ pɛ ma mmarima ne mmea nyinaa ne akwan a wɔfa 
1015,Aka_Gha,Amammerɛ ne nyamesom mu gyinapɛn ahorow a ɛfa ɔbarima ne ɔbea dwumadi ne abusuabɔ ho betumi anya mma,Akyidi ne ɔhwɛ akyi no hwehwɛ sɛ wɔkɔ so de mmoa ne nea wɔde ma mmabun bere a wɔanya ɔhaw mu mmoa wɔ
1016,Aka_Gha,Akwan ahorow a wɔfa so siw nyinsɛn ano no wɔ nsunsuanso bɔne ne asiane ahorow a ebetumi afi mu aba. ,Akwan a Wɔde Siw Nyinsɛn Ano Tu mpɔn: Ɛsono sɛnea akwan a wɔfa so siw nyinsɛn ano no tu mpɔn. Akwan 
1017,Aka_Gha,Ntetee no betumi ayɛ: Ɔbarima ne ɔbea nna ne awo akwahosan ho nkyerɛkyerɛ a edi mu na ama wɔanya nim,"Sukuu ahorow betumi ama asɛnka agua ama nhyehyɛe ahorow a atipɛnfo di anim denam baabi, nneɛma, ne m"
1020,Aka_Gha,"Wɔnam akwan ahodoɔ so de adwenemyareɛ ho nneɛma ne mmoa dwumadie ma asuafoɔ, awofoɔ, ne adwumayɛfoɔ,","Awofo, akyerɛkyerɛfo, ne akwahosan ho adwumayɛfo di dwuma titiriw wɔ mmoa a wɔboa mmabun ma wɔte nna"
1022,Aka_Gha,Ɛsɛ sɛ mmabun a wɔadi dɛm de wɔn ho hyɛ nna ne awo akwahosan ho nhyehyɛe ne nhyehyɛe ahorow a ɛhaw w,Mmabun betumi akamfo nna ne awo akwahosan ho nkyerɛkyerɛ ne nnwuma a ɛfa amammerɛ ho denam: Nhyehyɛe
1023,Aka_Gha,Sukuu ahorow betumi adi animtiaabu a ɛfa adwenemyare ho no ho dwuma na wɔahyɛ nkɔmmɔbɔ a ɛda adi pef,"Akwan a wɔfa so di adwuma no bi ne: Wɔ ne mpɔtam akannifo, amammerɛ ho abenfo, ne ananmusifo a wofi "
1029,Aka_Gha,Amammerɛ mu nneyɛe anaa atetesɛm a ebetumi aka mmabun nna ne awoɔ apomoden mu nsunsuanso no bi ne: A,Fa nsɛmmisa a emu da hɔ dwuma susu ntease a mmabun wɔ wɔ nna ne awoɔ apɔwmuden ho. Hwɛ sɛnea mmabun 
1030,Aka_Gha,"Mpene a wɔpene so kyerɛ kwan anaa pene a wɔde ma wɔ adeyɛ pɔtee bi ho, titiriw wɔ abusuabɔ ne nna mu",Mpene a wɔpene so yɛ ade titiriw a ɛma obi nya nkitahodi pa. Ɛkyerɛ sɛ ahokafo baanu no nyinaa de fa
1032,Aka_Gha,"Mmabun betumi afa akwan horow so anya nnuru a wɔde si nyinsɛn ano, a nea ɛka ho ne: ɔyaresafo a wɔbɛ",Ahorow:Aduru a wɔde siw nyinsɛn ano putupuru (ECP): Ɛwɔ honam mu nkwammoa (hormones) a ɛsi nyinsɛn a
1034,Aka_Gha,Ɛnyɛ wo nko ara: Nnipa pii hyia nna mu basabasayɛ. Mmoa wɔ hɔ a wobetumi anya. Wo ne obi a wowɔ ne m,"Nnafofoɔ nhyesoɔ tumi yɛ den, nanso wei ne nneɛma bi: Hu baabi a wontumi ntoaso, broni bɛkasɛ 'limit"
1035,Aka_Gha,Ɛsɛ sɛ mmabun a wɔadi dɛm de wɔn ho hyɛ nna ne awo akwahosan ho nhyehyɛe ne nhyehyɛe ahorow a ɛhaw w,Akwahosan Ho Nnwuma a Wonya: Mmara ne nhyehyɛe ahorow betumi anya nna ne awo akwahosan ho nhyehyɛe a
1041,Aka_Gha,Nipadua ho mfonini a enye wɔ mmerantebere ne mmabaabere mu betumi anya obu a obi wɔ ma ne ho ne adwe,Atipɛnfo nhyɛso betumi anya nhyeso bi wɔ mmabun no ho nkɔso ne sɛnea wosusuw wɔn ho no so denam adwe
1042,Aka_Gha,Hu nnipa a wɔyɛ wɔn ho wɔn ho a ɛka bom: Ɛsɛ sɛ mmɔden a wɔbɔ sɛ wɔbɛkasa ama nhyehyɛe ahorow no hwɛ,"Ɔkwan a egyina hokwan ahorow so gye tom sɛ asetra, sikasɛm, ne nneɛma a atwa yɛn ho ahyia a ɛtrɛw, a"
1043,Aka_Gha,"Yiw, mmabun betumi anya nsɛm a ɛfa sɛnea wobesiw nna mu yareɛ (STI) ano ho bere a wɔrekɔ STI nhwehwɛ",STIs' nkeyrɛkyerɛ mu: nnam mu yareɛ a aborɔfoɔ ka no sɛ 'STIs' yɛ nyarewa a ɛfa nna so ba. Yetumi ny
1051,Aka_Gha,"Nsɛm ho amanneɛbɔfo taa de nna, abusuabɔ, ne ɔbarima ne ɔbea dwumadi ahorow ho mfonini a ɛyɛ teateaa","Nsakrae a Ɛma Nkwammoaa Mu 'Hormonal Changes': Wɔ mmerantebere ne mmabaabere mu no, nkwaadɔm 'hormon"
1052,Aka_Gha,Nsɛmti ne nsusuwii hunu a wɔtaa ka wɔ nsɛm ho amanneɛbɔ mu a ɛma nkrasɛm a epira kɔ so no bi ne: Aho,Wobetumi de abɛɛfo ntentanfidie ne dijitaal akwan adi dwuma sɛ adeɛ a wɔde hyɛ nipadua mu nneɛma pa 
1059,Aka_Gha,"Mpɛn pii no, mpɔtam hɔfo nya nneɛma ne mmoa adwuma a ɛwɔ hɔ a ɛbɛboa mmabun ma wɔafa amammerɛ akwans","Yiw, nea broni ka no 'mobile app' ahorow ne dijitaal nneɛma bi wɔ hɔ a wɔayɛ sɛ wɔde bɛma nsɛm ne mm"
1060,Aka_Gha,Adwene a ɛnteɛ a wɔtaa nya wɔ awo hokwan ne ahofadi a mmabun wɔ ho no bi ne gyidi ahorow a ɛne sɛ mm,Adwene a ɛnteɛ anaa anansesɛm a wɔtaa nya wɔ sika ne sikasɛm ho a mmaabun betumi ahyia no bi ne gyid
1062,Aka_Gha,"Amammerɛ ne ɔmanfo gyinapɛn ahorow a ɛfa nipadua mfoni ho gu ahorow wɔ mpɔtam ne mpɔtam ahorow mu, n","Mpɔtam hɔ amammerɛ ne gyinapɛn ahorow kyerɛ suban ne nneyɛe a ɛfa nna, abusuabɔ, ne awo akwahosan ho"
1064,Aka_Gha,Amanaman ntam sika a ɛwɔ hɔ no nya nkɛntɛnso kɛse wɔ ASRH nhyehyɛe ahorow a wɔde bedi dwuma ne nea ɛ,Wiase nyinaa nneɛma a ɛho hia te sɛ 'COVID-19' ɔyaredɔm anaa wim nsakrae a wɔbɛsakra no betumi aka a
1065,Aka_Gha,Nipadua mu nka bɔne fi mfifire a ɛne mmoawa a wɔwɔ wo honam ani di afrafra. Nkwamoa ahodoɔ deɛ pɔtɔɔ,"Sɛ mmabun hu sɛ obi foforo apira anaa basabasayɛ rekɔ so a, ɛho hia sɛ wɔde ahobammɔ di kan na wɔhwe"
1067,Aka_Gha,Mmabun betumi de wɔn ho ahyɛ akannifo dwumadi ne gyinaesi nhyehyɛe ahorow a ɛfa ASRH ho mu kɛse dena,"Sukuu ahorow, mmabun ahyehyɛde ahorow, akuw a egyina gyidi so, ne mpɔtam hɔ ahyehyɛde afoforo di dwu"
1068,Aka_Gha,Nipadua ho mfonini a enye wɔ mmerantebere ne mmabaabere mu betumi anya obu a obi wɔ ma ne ho ne adwe,"Wubetumi de me ahyɛ mu wɔ nsɛm a wubebisa, wo suahu ahorow a wobɛka, ne nsɛm a ɛhaw wo anaa dadwen b"
1069,Aka_Gha,Wobetumi ama akwahosan nhyehyɛe ahorow atu mpɔn na ama wɔadi mmabun nna ne awo akwahosan (SRH) ahiad,"Mmara ne nhyehyɛe ahorow a ɛkyerɛ sɛnea mmabun nya nna ne awo akwahosan ho nhyehyɛe, nyinsɛn a wosiw"
1070,Aka_Gha,Nneɛma atitiriw a ɛwom ne: nnipadua akwaa  ne dwuma adi. Awo ne nyinsɛn a wosiw ano. nna mu yareɛ (S,"Nneɛma atitiriw a ɛwɔ nkitahodi a ɛyɛ den mu no bi ne kasa a emu da hɔ na ɛyɛ tẽẽ a wode bedi dwuma,"
1071,Aka_Gha,Mmabun betumi ahwɛ sikasɛe so denam nneɛma a wɔtɔ ne ɛka a wɔbɔ ho kyerɛwtohɔ a wɔbɛyɛ so. Wobetumi ,"Mmabun betumi adi sikasɛm mu haw ho dwuma wɔ  sikakorabea a wɔbɛhyehyɛ de atua ɛka a wɔnhwɛ kwan, nh"
1074,Aka_Gha,Akwahosan ho adwumayɛfo di dwuma titiriw wɔ aduannuru ho mmoa a wɔde ma mmabun a wɔrehwehwɛ awo akwa,Akwahosan ho adwumayɛfo di dwuma titiriw wɔ hokwan a mmabun wɔ sɛ wɔpene so na wosi gyinae no mu den
1077,Aka_Gha,Mmabun betumi ahwɛ ahu sɛ wobenya nhomasua ne adwumayɛ ho ntetee hokwan ahorow a ɛyɛ pɛ a wɔn asetra,Mmabun wɔ hokwan ahorow a wɔde benya adwuma mu osuahu ne ahokokwaw a mfaso wɔ so denam adwumayɛ ho n
1082,Aka_Gha,"Nhyɛso nhyehyɛe ahorow a ɛtwam te sɛ mmusua mu nyiyim, ɔbarima ne ɔbea nna mu nyiyim, kuw mu nyiyim,","Animtiaabu ne ɔbarima ne ɔbea nna ho tan, mmarima a wɔne wɔn ho da ho tan, transphobia, ne mmusua mu"
1085,Aka_Gha,Mmabun betumi akura kokoamsɛm mu denam: Wɔn hokwan ahorow a wobehu: Mmara ne nhyehyɛe ahorow a ɛwɔ w,Mmabun betumi akasa ama hokwan a wɔwɔ sɛ wɔde kokoamsɛm  sie wɔ nna ne awoɔ apomoden ho nhyehyɛe mu 
1086,Aka_Gha,"Aban ahorow, NGO ahorow, ne mpɔtam ahyehyɛde ahorow di dwuma titiriw wɔ nhomasua ne adwumayɛ ho ntet",Mmabun betumi ahwɛ sɛ wɔbɛdi hokwan a wɔwɔ wɔ nhomasua ne adwumayɛ ho ntetee ho no so na wɔabu wɔn n
1090,Aka_Gha,"Mmabun betumi ahyia akwanside ahorow wɔ nna ne awo akwahosan ho nhyehyɛe a wobenya mu, a nea ɛka ho ","Ɛsɛ sɛ mmabun nya nna ne awo akwahosan ho nhyehyɛe ahorow, a nea ɛka ho ne: Nyinsɛn ano aduro (sɛ nh"
1095,Aka_Gha,"Yiw, amammerɛ anaa nyamesom mu gyidei ahorow bi betumi ama mmarima ne mmea pɛyɛ a enni hɔ akɔ so den",Mmarima ne mmea ntam pɛyɛ a enni hɔ betumi ahaw mmabun nna ne awo akwahosan hokwan ahorow denam nsɛm
1097,Aka_Gha,"Asomu a ɛfata te nka sɛ ahobammɔ , ahotɔ, na wɔpene so wɔ mu. Ebia nea ɛka ho ne atuu a efiri abusua","Akwan a wɔfa so nya obu ne ahotoso wɔ wɔn ho no bi ne: Ahoɔden a Wobehu: Ankorankoro ahoɔden, nimdeɛ"
1102,Aka_Gha,"Mmabun wɔ mmara kwan so hokwan ne ahobammɔ a ɛfa awo akwahosan ho nhyehyɛe a wobenya ho, a ebia nea ",Mmara a ɛbɔ LGBTQ+ ankorankoro ho ban fi nyiyim ho wɔ awo apɔwmuden ho nhyehyɛe a wobenya mu no betu
1103,Aka_Gha,"Mmeranteɛ ne mmabaawa bɛtumi afa akwan ahodoɔ so atia amuo ne nyiyim wɔ wɔn mpɔtam, na wɔagyina ama ","Mmabun betumi ne mpɔtam hɔ mpɔtam hɔfo, nnwumakuo ahorow, ne nhyehyɛeyɛfo ayɛ adwuma abom de ama nna"
1104,Aka_Gha,Sukuu ne nwomasua asoɛeɛ betumi adi dwuma titire wɔ nna ne awoɔ akwahosan ho nkyerɛkyerɛ a ɛfa mmubu,Sukuu ne nhomasua asoɛe ahorow betumi adi dwuma wɔ aduan a wonnya nni ne adan a entumi nnyina pintin
1105,Aka_Gha,Asetra a Ɛma Apɔwmuden: Di aduan a ɛfata na yɛ apɔwmuteɛteɛ. Da sɛnea ɛsɛ na di adwennwen ho dwuma. ,"Fa wo ho hyɛ apɔw-mu-teɛteɛ mu daa, te sɛ apɔw-mu-teɛteɛ anaa yoga, na ama adwennwen so atew na ama "
1108,Aka_Gha,Nneɛma bi a wɔde bɛyɛ intanɛt so nkyerɛkyerɛ anaa ɔyɛkyerɛ a ɛfa nnuru a wɔde siw nyinsɛn ano a wɔde,Ɛfata sɛ obiara nya nna mu apomoden ho nkyerɛkyerɛ ne nneɛma a wɔde bɛyɛ adwuma. Sɛ yɛbɛ kasa ama ob
1109,Aka_Gha,Mpɔtam hɔfo tae ma nea aborɔfo ka no sɛ 'resources' ahohorow ne nnwuma a wɔyɛ boa de adrɛse mmabun n,Mmara kwan so ahobammɔ a wɔde ma mmabun a wɔapirapira anaa basabasayɛ wɔ nyɔnkofa nkitahodi anaa nna
1110,Aka_Gha,Nneɛma bi wɔ hɔ a wɔde bɛboa awofoɔ nkumaa: Planned Parenthood Association of Ghana (PPAG): https://,Nneɛma bi wɔ hɔ a ɛbɛboa wo ma woatumi akɔfa mmofra a wɔfa wɔn sɛ wɔn mma: ka kuo a efa kuro hohwe s
1112,Aka_Gha,"Yiw, ahyehyɛde ahorow ne nnwumakuw bi wɔ hɔ a wɔde akwankyerɛ anaa afotu a ɛfa wɔn ankasa ho ma mmab",Mmara kwan so ahyehyɛde ahorow wɔ hɔ a wɔde mmoa ne akwankyerɛ bɛma mmabun a wɔrehwehwɛ mmara mu nsɛ
1113,Aka_Gha,Anamɔn a wɔfa so de siw nyinsɛn ano a egye ntɛmpɛ nea broni ka no 'emergency contraception'  di dwum,Ahyehyɛde ahorow a ɛwɔ mpɔtam hɔ de abɛɛfo mfiridwuma nea broni ka no 'technology'  ne 'sohyial medi
3252,Eng_Ken,"Yes, you are not cured. An undetectable viral load means the virus is so low in quantity that it can","It’s true – you can’t pass on HIV if you are undetectable! If you take your treatment properly, it c"
3253,Eng_Ken,"The signs and symptoms of an HIV infection can vary from person to person, and the timeline for when","The early symptoms of HIV (Human Immunodeficiency Virus) infection can vary from person to person, a"
